Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	18.048769	6.5861683	43.59462	7.325877	21.722826	0.45815226	0.37342218	2.4031386	-0.8373798	4000	3.361702e-08	115.44694	0.0	-77.2318	29113.672	9.0	10.621830224990845
1	19.082884	8.111473	57.384632	7.0772123	21.93956	7.8580947	1.5376962	10.198889	-0.36112982	8000	-1.3113022e-09	53.16297	1.1920931e-10	-22.701986	29113.672	9.0	18.4350643157959
2	19.12586	6.879053	50.202675	7.305591	21.765028	9.373686	4.242018	15.262552	-1.2907538	12000	2.9206275e-09	22.59536	2.1457673e-09	-3.996399	29113.672	9.0	27.298394680023193
3	19.394995	7.1865354	50.964878	6.7797832	21.95055	9.71681	5.197947	17.311228	-10.500845	16000	7.867813e-09	20.764753	0.0	-1.5363064	29113.672	9.0	35.998448848724365
4	18.053297	7.769124	54.716515	6.266322	21.621622	9.277408	5.72234	17.831045	-10.345629	20000	7.1525574e-10	23.288145	-9.536744e-10	-1.5694828	29113.672	9.0	43.51725792884827
5	18.28203	6.9137573	44.60145	6.289718	21.25	9.178744	5.3734994	18.255821	-7.7578025	24000	-2.18153e-08	17.3645	4.7683635e-10	-0.650507	29113.672	9.0	50.90213131904602
6	19.778767	7.7199645	48.615593	6.185769	21.89011	9.659982	5.246551	18.789753	-7.3548822	28000	1.7881394e-10	21.835247	9.536743e-10	-1.6328125	29113.672	9.0	58.36133408546448
7	19.97642	7.5783505	53.456764	7.661289	22.468927	10.315557	5.99868	19.872152	-8.018183	32000	-1.9073487e-09	20.081976	4.7683724e-10	-0.9281292	29113.672	9.0	66.84617614746094
8	19.107166	7.095051	52.21355	5.6271877	22.027624	9.731525	6.007674	19.990604	-7.709727	36000	-2.861023e-09	18.058916	2.3841862e-10	-0.7061043	29113.672	9.0	75.08252286911011
9	19.986168	9.811239	72.20252	6.887783	22.222221	9.870022	5.661597	20.327791	-6.915234	40000	-7.1525574e-10	38.248425	0.0	-3.15773	29113.672	9.0	83.88957977294922
10	20.026896	8.375158	59.20268	6.193927	22.29609	10.531418	6.139151	22.427166	-16.388533	44000	-1.1920929e-09	24.939095	9.536743e-10	-1.2246761	29113.672	9.0	94.11561560630798
11	18.889242	7.85246	54.245502	6.097276	21.594595	10.264462	6.276265	22.25475	-3.2341595	48000	1.7404556e-08	21.439688	9.536745e-10	-1.0178375	29113.672	9.0	103.45010995864868
12	18.681368	6.3167634	41.9263	7.00152	20.926702	9.755422	5.692047	22.273102	-3.6003842	52000	2.7656554e-08	13.070782	1.4305126e-09	-0.49657822	29113.672	9.0	112.92587852478027
13	20.39017	8.362536	51.25837	6.4395504	22.531073	9.6880045	5.468287	21.660542	-3.2551212	56000	-1.5377998e-08	23.57613	2.3841853e-09	-2.000719	29113.672	9.0	120.61262941360474
14	19.808308	8.2904	68.51749	5.9971085	22.39326	10.458401	6.428914	23.300362	-5.463478	60000	-1.001358e-08	23.288443	-4.7683724e-10	-1.1704159	29113.672	9.0	129.02598404884338
15	18.252106	7.38309	64.99167	6.485658	21.884615	9.553189	6.4049134	24.256071	-11.822457	64000	-9.536744e-10	18.642555	9.536744e-10	-1.6233044	29113.672	9.0	135.89998197555542
16	19.409586	8.582954	66.107864	6.4456854	21.508108	9.683015	5.749124	23.018167	-2.6690996	68000	-1.6570091e-08	26.538061	2.3841906e-10	-1.3392277	29113.672	9.0	145.02172017097473
17	19.445936	8.548919	60.923923	6.714764	21.84153	9.89458	6.1884837	26.182705	-6.543591	72000	-3.2782554e-10	24.180609	-2.3841856e-10	-0.98087883	29113.672	9.0	152.91310024261475
18	18.140106	6.4803634	51.926926	7.0201917	21.271276	9.687491	6.1464095	26.826485	-4.3841457	76000	1.8119811e-08	14.5614805	-9.536745e-10	-1.3800516	29113.672	9.0	161.30543637275696
