Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-580.2611	102.503456	-415.69995	-673.5041	1000.0	-0.014885437	0.65728205	1.7995188	-2.041109	4000	0.0	3192.1968	-0.059719246	-712.5968	0.008781735	0.0	6.378135442733765
1	-640.9091	124.159096	-537.0142	-852.83685	1000.0	-7.3452234	5.651734	13.630004	-15.557572	8000	-1.0430813e-07	3622.936	-0.05754569	-1356.221	0.008747684	0.0	9.664201974868774
2	-721.4485	135.14441	-529.73944	-901.9648	1000.0	-14.019144	16.460892	23.75937	-24.112404	12000	6.3329935e-08	3761.522	-0.05706073	-1592.3894	0.008770088	0.0	12.567398071289062
3	-535.26465	132.0895	-338.8205	-672.29407	1000.0	-30.786022	0.5257554	-12.825026	-31.021973	16000	-4.8428774e-08	686.18115	-0.056961913	-103.42542	0.008737088	0.0	17.355756282806396
4	-542.38257	54.819286	-479.2138	-620.1285	1000.0	-34.126396	0.42092007	-27.165216	-34.335865	20000	0.0	606.37024	-0.060389124	-64.499435	0.008860322	0.0	20.8511905670166
5	-570.97906	161.35419	-294.88455	-689.186	1000.0	-36.8005	0.27945083	-32.531986	-36.95594	24000	0.0	995.2079	-0.055372685	-94.91409	0.008866163	0.0	25.112913370132446
6	-598.48193	168.84668	-308.63132	-716.135	1000.0	-39.9295	0.59906083	-30.693718	-40.208935	28000	0.0	1030.8303	-0.05968383	-93.71527	0.00889314	0.0	31.490137100219727
7	-557.6193	83.85865	-455.66113	-667.5894	1000.0	-43.06859	1.3745701	-11.404299	-43.439217	32000	1.4901161e-08	643.9402	-0.056595642	-19.163933	0.00876826	0.0	37.36489534378052
8	-591.0582	91.545166	-441.5046	-675.9648	1000.0	-44.41243	2.5555239	11.326659	-44.956776	36000	0.0	541.4397	-0.05986456	-42.111626	0.00867974	0.0	43.64204144477844
9	-581.5725	53.727535	-510.3631	-646.6338	1000.0	-46.68472	1.6965393	0.12028155	-47.110554	40000	-1.8626451e-08	413.33563	-0.06097057	-22.178062	0.008934512	0.0	47.952561378479004
10	-674.5048	172.09575	-457.41492	-939.0943	1000.0	-48.497234	1.2730948	-15.03595	-48.79755	44000	-4.4703484e-08	967.3712	-0.06332252	-78.764244	0.008718983	0.0	53.36399698257446
