Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-4.0747643	2.4840562	4.518106	-12.326479	10.228205	0.3109173	0.40904012	1.426822	-1.2069069	4000	1.2600422e-07	26.815453	0.0	-21.521088	58227.344	9.0	5.482446908950806
1	-4.258744	2.3791332	0.40178522	-14.358998	10.277635	-3.8627934	1.4032536	3.5240722	-7.2286735	8000	-9.059906e-09	5.0420055	-1.4305117e-09	-1.9699607	58227.344	9.0	11.030694484710693
2	-4.0021496	2.1596758	1.4772084	-11.8318615	10.080808	-4.2930474	1.864167	3.2784505	-8.33825	12000	-5.00679e-09	3.3294516	-9.536745e-10	-0.6901312	58227.344	9.0	16.087095022201538
3	-4.236064	2.8014283	5.0000973	-13.847575	10.522428	-4.206833	1.8328913	2.0996401	-8.445594	16000	4.887581e-09	4.3696747	-8.3446494e-10	-0.71920204	58227.344	9.0	21.06747031211853
4	-4.471782	2.6793275	2.5200694	-12.699871	10.55409	-4.4281464	2.1307766	2.7500587	-9.394071	20000	-1.6450882e-08	3.2976727	4.7683635e-10	-0.3047142	58227.344	9.0	25.962712287902832
5	-4.021066	2.5094972	3.0843482	-15.232906	10.354922	-4.434561	2.094875	2.0262747	-10.061427	24000	2.0980835e-08	2.997893	9.536745e-10	-0.3309536	58227.344	9.0	30.65095329284668
6	-4.139755	2.5247555	2.2744837	-12.618451	10.301546	-4.227038	2.05685	1.766496	-11.119264	28000	-2.3841857e-09	3.1107373	0.0	-0.3784542	58227.344	9.0	35.512651443481445
7	-4.000599	2.436824	3.3239653	-12.471404	10.310078	-4.3922772	2.1216838	1.9857827	-11.433063	32000	-8.46386e-09	2.6335607	0.0	-0.31063032	58227.344	9.0	40.39691185951233
8	-4.1944156	2.485552	1.3093781	-13.833836	10.376623	-4.288647	2.1140747	1.7923601	-10.401832	36000	-2.5510788e-08	2.3994093	-9.536745e-10	-0.18779254	58227.344	9.0	45.228769063949585
9	-4.205515	2.5117016	1.9349967	-14.953293	10.635638	-4.2679777	2.0766146	2.102063	-11.521232	40000	1.7762185e-08	3.122339	0.0	-0.44381356	58227.344	9.0	50.96433401107788
10	-4.221317	2.75782	4.547839	-14.905319	10.548813	-4.3703194	2.1951582	1.5490413	-11.82987	44000	1.66893e-08	3.3286064	9.536745e-10	-0.43771958	58227.344	9.0	59.33470153808594
11	-4.1659565	2.450165	1.722578	-11.4450035	10.390625	-4.3758435	2.200917	1.6072335	-11.51996	48000	-8.8214875e-09	2.5412047	-2.3841817e-10	-0.30791998	58227.344	9.0	68.74581909179688
12	-3.8980644	2.240919	2.4282515	-11.079799	10.34456	-4.280018	2.0530403	1.5254018	-11.14186	52000	7.152557e-09	2.4028811	2.3841862e-10	-0.2558949	58227.344	9.0	78.58130121231079
13	-4.0302815	2.4044662	2.8454387	-13.642417	10.381818	-4.289042	2.1405673	1.5504336	-13.270901	56000	2.5749207e-08	2.5907445	4.7683635e-10	-0.29821515	58227.344	9.0	87.2391209602356
14	-4.2830644	2.566586	2.3326683	-11.29429	10.416667	-4.30591	2.1271598	1.70835	-12.405421	60000	-3.8146974e-09	2.4465508	9.536745e-10	-0.2649572	58227.344	9.0	94.9984142780304
15	-4.1856475	2.523386	3.2776794	-13.251878	10.574074	-4.393001	2.1759603	1.2541378	-12.53474	64000	-2.384186e-10	2.5071273	-4.768371e-10	-0.26743937	58227.344	9.0	104.20199728012085
16	-4.3671584	2.6664321	2.608025	-14.363635	10.604774	-4.374927	2.2290711	1.0732149	-12.331509	68000	-1.692772e-08	3.0458643	0.0	-0.36745882	58227.344	9.0	112.95534086227417
17	-4.061495	2.6459856	2.2685988	-13.724831	10.425588	-4.402647	2.1258366	1.2427902	-11.232362	72000	-1.2397766e-08	3.0944533	9.536745e-10	-0.39279127	58227.344	9.0	121.16155290603638
18	-4.197909	2.7001305	3.6145906	-12.713335	10.401042	-4.370703	2.1474082	1.6099265	-11.875976	76000	7.867813e-09	3.133367	-9.536745e-10	-0.43682742	58227.344	9.0	130.4943025112152
19	-4.0990458	2.3656375	1.7293831	-12.963659	10.306701	-4.3428082	2.2378373	1.5045561	-12.4308405	80000	-2.783537e-08	2.4752822	-5.960459e-10	-0.43509936	58227.344	9.0	139.2191517353058
20	-4.0966663	2.4940743	3.1648726	-13.935527	10.416667	-4.325025	2.1570845	1.116	-13.376485	84000	1.513958e-08	2.861854	0.0	-0.3875029	58227.344	9.0	148.79398727416992
21	-4.2331777	2.513941	0.6967198	-11.791628	10.548813	-4.330941	2.1740139	1.4243516	-12.021455	88000	-4.720688e-08	2.5404897	9.536727e-10	-0.31177878	58227.344	9.0	159.08134293556213
22	-4.371339	2.6042879	2.63762	-16.269007	10.48294	-4.355655	2.2143626	4.522893	-12.070487	92000	-8.46386e-09	2.8316402	-4.7683724e-10	-0.34350848	58227.344	9.0	168.08190727233887
23	-4.379676	2.4880555	1.1417986	-13.113195	10.376623	-4.4369903	2.2487261	1.8309276	-12.385045	96000	-2.026558e-08	2.926537	-9.536745e-10	-0.47750282	58227.344	9.0	175.9893991947174
24	-4.069209	2.4620397	2.3375585	-11.910958	10.428199	-4.517251	2.281339	1.2945887	-14.152965	100000	-2.8610229e-08	2.818953	-1.9073507e-09	-0.65381455	58227.344	9.0	183.97498536109924
25	-4.2220592	2.4597888	1.3556458	-13.1374235	10.513158	-4.273706	2.1143112	1.1345022	-10.856068	104000	-5.722046e-09	2.5694706	2.3841857e-09	-0.35853696	58227.344	9.0	192.72134232521057
