Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	28.178572	19.470589	150.0	9.0	28.178572	-0.0026787969	0.09945584	0.24435319	-0.5417639	4000	-1.3969839e-07	509.56076	-0.018687788	-255.8944	0.0081177885	0.0	3.9424054622650146
1	36.121494	20.665882	121.0	13.0	36.121494	10.007364	1.0475365	12.431399	6.0779796	8000	-5.9604645e-08	331.7751	-0.020349197	-127.569176	0.008045371	0.0	6.624954462051392
2	56.42857	34.21302	179.0	17.0	56.42857	19.125536	2.94183	21.638144	-4.7630653	12000	-4.0512532e-08	448.52643	-0.023715803	-101.24672	0.008300182	0.0	11.123047113418579
3	114.70588	71.27888	265.0	15.0	114.70588	26.616129	2.3858275	27.861528	-8.162146	16000	-9.313226e-10	1063.4937	-0.01989561	-326.88614	0.0074336245	0.0	13.557155847549438
4	149.4	72.48503	316.0	25.0	149.4	30.880405	16.673084	37.323395	-35.890587	20000	2.2351742e-08	989.4028	-0.012383159	-345.31903	0.0068375645	0.0	16.229493618011475
5	256.2857	125.25883	500.0	27.0	256.2857	42.07615	7.423349	44.23234	-16.491316	24000	1.1269003e-07	1149.4456	-0.010231408	-343.33826	0.0077603995	0.0	19.188661575317383
6	261.85715	55.16968	372.0	188.0	261.85715	47.326912	13.16401	52.698784	-16.455765	28000	-1.4901161e-08	674.1251	-0.009328885	-193.7932	0.0076994216	0.0	22.40869450569153
7	330.1	91.69782	500.0	161.0	330.1	51.80649	13.901033	58.74574	-1.4356391	32000	1.4901161e-08	680.63477	-0.009254206	-265.1333	0.009277653	0.0	26.62643313407898
8	469.375	79.525055	500.0	259.0	469.375	62.035416	9.140874	65.383255	6.8306007	36000	6.891787e-08	726.7396	-0.006294341	-170.2278	0.008475484	0.0	31.070456743240356
9	325.18182	143.85397	500.0	105.0	325.18182	69.33467	4.8079457	70.86736	36.039314	40000	-2.0489097e-08	644.0841	-0.010292279	-34.654922	0.008577306	0.0	35.05893564224243
10	434.8889	138.6101	500.0	51.0	434.8889	71.58014	5.9478016	72.80109	32.78524	44000	1.8626451e-09	706.80145	-0.009466162	-61.27481	0.0072761383	0.0	40.58199906349182
11	448.375	64.6702	500.0	317.0	448.375	74.913795	0.0054386077	74.91832	74.86065	48000	1.0011718e-08	588.5725	-0.0027103769	-10.703506	0.0076271747	0.0	44.596598386764526
12	301.45456	139.40874	500.0	118.0	301.45456	76.46422	0.0034836407	76.46877	76.438194	52000	1.3038516e-08	670.79816	-0.009600154	-3.8835144	0.00654118	0.0	49.443716049194336
13	295.75	99.27749	500.0	163.0	295.75	75.020836	3.602462	75.62001	36.431763	56000	-1.2223609e-08	623.8872	-0.0054063257	-98.79574	0.004175405	0.0	58.62750768661499
14	277.18182	121.49959	500.0	126.0	277.18182	75.12013	0.026246054	75.13585	74.67281	60000	-3.7252903e-09	665.04114	-0.006247524	-1.4403381	0.0066257725	0.0	78.07514238357544
15	309.36365	114.590385	500.0	177.0	309.36365	73.691	4.8091187	74.55317	39.49197	64000	-4.656613e-09	671.2391	-0.009384438	-26.991196	0.006758703	0.0	111.86905455589294
16	464.875	92.932014	500.0	219.0	464.875	73.99251	0.0075904643	74.000534	73.91438	68000	-9.313226e-10	626.9314	-0.004625393	-23.526154	0.007646718	0.0	146.14492201805115
17	312.2	157.52448	500.0	121.0	312.2	76.46116	0.028090326	76.474724	75.818184	72000	-7.450581e-09	658.2549	-0.008248493	-0.824173	0.008168081	0.0	172.9449017047882
18	443.875	64.84682	500.0	314.0	443.875	76.216774	2.2947555	76.52193	47.428265	76000	-1.3969839e-08	551.47473	-0.0043673133	-117.35266	0.005621841	0.0	199.99887537956238
19	463.75	95.908485	500.0	210.0	463.75	72.12477	11.739204	78.64849	12.881165	80000	1.071021e-08	690.04663	-0.004761345	-149.457	0.008366055	0.0	232.71140551567078
