Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-799.4503	171.81342	-590.1644	-1067.4366	1000.0	-0.016853686	0.45058846	1.3621061	-1.2403967	4000	1.2478232e-07	5739.77	0.0	-1064.5869	58227.344	9.0	5.124240398406982
1	-707.9015	134.64786	-537.0135	-846.18304	1000.0	-9.454166	4.800403	9.443252	-15.257084	8000	-4.315376e-08	3963.683	2.8610216e-09	-1348.5991	58227.344	9.0	9.31486988067627
2	-888.90906	126.54769	-688.79486	-1039.6898	1000.0	-22.084293	2.462815	15.632052	-23.320667	12000	1.2397766e-07	4285.986	-5.960459e-09	-938.7539	58227.344	9.0	13.071208477020264
3	-702.52216	84.507774	-569.7026	-784.44836	1000.0	-30.540308	1.4649132	8.747885	-30.774015	16000	1.5497207e-08	1707.7833	0.0	-238.05774	58227.344	9.0	16.90788722038269
4	-754.38324	122.24753	-647.17914	-945.53864	1000.0	-23.861227	24.957642	34.366688	-34.895775	20000	8.940697e-09	2976.708	0.0	-1323.503	58227.344	9.0	20.714991807937622
5	-831.8996	44.82084	-793.5074	-908.1184	1000.0	-38.558132	0.26342243	-34.150745	-38.699593	24000	9.250641e-08	2053.1326	-1.4305144e-09	-348.40552	58227.344	9.0	24.51878261566162
6	-809.1706	184.22018	-520.7775	-971.37616	1000.0	-43.66242	0.17957658	-36.152744	-43.71444	28000	-8.356571e-08	1656.5992	9.536691e-10	-227.89697	58227.344	9.0	28.33442521095276
7	-886.5974	116.64955	-694.82965	-1004.1716	1000.0	-47.881252	0.06303244	-46.846706	-47.91593	32000	5.9485437e-08	1989.5682	1.4305073e-09	-259.12305	58227.344	9.0	32.19644379615784
8	-756.57776	181.2891	-547.5649	-957.60913	1000.0	-52.3585	0.19944878	-40.64607	-52.391953	36000	-2.18153e-08	1293.5006	3.814698e-09	-80.638916	58227.344	9.0	36.05435872077942
9	-810.7023	95.20948	-667.06165	-934.1552	1000.0	-55.03971	0.07719942	-52.863113	-55.067394	40000	-9.953975e-09	1370.955	-1.1920935e-09	-108.7655	58227.344	9.0	39.998090982437134
10	-687.2274	119.09572	-575.1766	-885.4188	1000.0	-58.039543	0.5343024	-30.51339	-58.101444	44000	2.2292138e-08	478.24362	1.4305108e-09	-8.4192505	58227.344	9.0	44.04944324493408
11	-778.05383	160.49138	-664.6239	-1053.6112	1000.0	-58.90889	0.22702271	-52.729347	-58.953518	48000	-2.5868415e-08	970.6551	9.536727e-10	-29.206604	58227.344	9.0	48.7528076171875
12	-875.3163	82.6632	-774.84393	-973.2062	1000.0	-60.530056	0.17451932	-53.849335	-60.565857	52000	-1.180172e-08	1121.3518	-2.3841862e-09	-101.14606	58227.344	9.0	52.90492010116577
13	-906.22577	108.1921	-835.27344	-1093.3937	1000.0	-63.60278	0.5562001	-43.9716	-63.685192	56000	-8.5830685e-09	1195.1632	0.0	-128.89478	58227.344	9.0	56.87372636795044
14	-765.8323	166.72435	-583.10205	-967.70557	1000.0	-67.14787	1.4739703	8.217298	-67.30126	60000	2.4080277e-08	752.27576	-2.6226044e-09	-20.337158	58227.344	9.0	60.7479465007782
15	-797.57776	191.57643	-606.1634	-1061.6396	1000.0	-65.50787	12.071197	64.76254	-67.99781	64000	3.5762786e-09	883.9964	0.0	-111.36627	58227.344	9.0	64.57239937782288
16	-785.7919	192.9283	-582.3266	-1059.5272	1000.0	-68.005196	2.8714848	-10.829822	-68.71089	68000	5.3644182e-09	687.95764	0.0	-26.261536	58227.344	9.0	68.46324706077576
17	-745.51624	28.519053	-715.13934	-780.73804	1000.0	-68.32836	3.6462507	-12.599135	-69.50713	72000	0.0	633.66187	1.6689301e-09	-63.050232	58227.344	9.0	72.37246656417847
18	-893.8805	200.95192	-595.117	-1084.7239	1000.0	-66.71828	4.913495	-6.565012	-69.68477	76000	-2.6226044e-09	1062.5618	4.7683724e-10	-143.21869	58227.344	9.0	76.15160179138184
19	-717.6907	85.36076	-578.4804	-796.1418	1000.0	-64.37083	11.302239	8.031035	-72.89742	80000	-2.4318695e-08	614.0783	2.6226044e-09	-90.17084	58227.344	9.0	80.17955446243286
20	-920.8777	119.37579	-729.5142	-1047.6205	1000.0	-67.24093	9.722484	-32.665928	-73.68514	84000	4.172325e-09	1029.7666	0.0	-151.01245	58227.344	9.0	85.16363406181335
21	-814.6988	110.53925	-645.5217	-949.73126	1000.0	-74.85831	7.2943006	-25.629492	-77.40603	88000	1.513958e-08	661.3338	4.2915342e-09	-60.865295	58227.344	9.0	89.89774346351624
22	-666.2278	49.518158	-597.48	-730.71277	1000.0	-61.698875	13.733753	5.7651234	-77.735	92000	-1.07288365e-08	326.89642	0.0	-52.330017	58227.344	9.0	93.6716616153717
23	-770.78613	117.3336	-594.8393	-899.6396	1000.0	-62.68421	11.44264	-23.161554	-77.38057	96000	2.2888184e-08	453.6815	9.536745e-10	-57.779938	58227.344	9.0	97.41652297973633
24	-873.8262	191.88516	-566.8563	-1064.9247	1000.0	-71.07616	10.427796	-9.279066	-78.14728	100000	2.1338463e-08	1137.7965	-2.384187e-09	-94.29468	58227.344	9.0	101.24957275390625
25	-818.70605	144.86215	-604.42065	-987.6978	1000.0	-68.324524	13.329149	4.1480165	-80.63843	104000	8.34465e-09	625.2937	1.4305117e-09	-158.74811	58227.344	9.0	105.13578772544861
