Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	5.2991104	5.0290194	25.288118	-5.5316563	25.297468	-0.06455736	0.39231175	1.2845392	-1.1502084	4000	5.51939e-08	20.998714	-1.907349e-09	-6.864543	58227.344	9.0	5.856581687927246
1	6.8873963	7.106221	42.238262	-2.8077703	27.75	2.137795	1.2553333	5.23955	-1.2415237	8000	-1.3351441e-08	30.302643	-4.7683635e-10	-6.166155	58227.344	9.0	10.73240351676941
2	5.4962873	5.390579	23.18023	-11.844547	25.8	3.029977	2.5316603	9.7071295	-5.9693775	12000	1.6450882e-08	15.7270155	1.4305126e-09	-3.7849817	58227.344	9.0	15.618287086486816
3	5.586304	5.811378	31.810207	-4.742568	26.039215	2.2005763	2.5763435	8.3564625	-9.164859	16000	1.525879e-08	14.581776	-9.536754e-10	-2.1740742	58227.344	9.0	20.32943868637085
4	6.335053	6.6323805	33.608753	-6.879592	27.14966	2.3070273	2.6533039	10.169057	-8.853448	20000	-1.6570091e-08	21.145908	0.0	-3.9257908	58227.344	9.0	25.062387704849243
5	6.0787864	6.5976586	49.86428	-7.760795	26.93919	2.9000895	3.099943	12.532472	-12.2842655	24000	-3.516674e-09	18.619852	0.0	-3.3233604	58227.344	9.0	29.735640048980713
6	6.3518896	7.7237473	53.41623	-7.790536	27.142857	2.8427198	3.1911066	13.370136	-12.090791	28000	2.0623206e-08	23.702778	1.4305126e-09	-5.134556	58227.344	9.0	34.33478307723999
7	5.6147137	5.6931496	32.828175	-3.1869678	25.43312	2.579664	3.5784118	18.171614	-13.192479	32000	2.0742416e-08	18.002855	9.536745e-10	-4.7790956	58227.344	9.0	38.955575466156006
8	6.082961	6.6232486	32.33526	-9.247302	26.64	2.762581	3.22467	16.073065	-16.188658	36000	1.66893e-08	16.959913	-4.7683635e-10	-3.4587002	58227.344	9.0	43.55674600601196
9	6.293244	6.0595183	28.017323	-5.227847	26.785234	2.6160004	3.1106846	12.380595	-15.551351	40000	2.861023e-09	13.570364	2.1457671e-09	-2.8024435	58227.344	9.0	48.25346899032593
10	6.5260763	6.5258155	29.135136	-16.175884	27.183674	2.8643863	3.2407289	15.194969	-14.373078	44000	7.390976e-09	17.233164	7.152563e-10	-3.433875	58227.344	9.0	55.46647763252258
11	6.5807185	6.6374583	42.10186	-6.711277	25.741936	2.9695404	3.25558	13.675605	-11.30802	48000	1.9311905e-08	19.159569	-1.907349e-09	-3.5962915	58227.344	9.0	63.3853394985199
12	6.70995	6.3744006	32.84825	-5.7059064	27.55862	3.2807143	3.5326705	16.376688	-11.781757	52000	2.7060509e-08	18.031452	-1.6689299e-09	-3.843649	58227.344	9.0	72.10266971588135
13	6.528127	7.2522297	39.88854	-5.67253	27.280823	3.0584195	3.6482005	17.503263	-11.664992	56000	-1.9311905e-08	21.185368	-1.1920935e-09	-5.1421833	58227.344	9.0	80.30314326286316
14	6.1724153	5.5887527	30.419113	-4.7440114	26.350994	2.9748495	3.646137	15.946061	-12.813305	60000	3.695488e-09	16.16835	-2.861023e-09	-4.7850237	58227.344	9.0	89.09940814971924
15	6.365027	5.766714	26.60209	-5.418782	27.246574	2.358689	2.8927488	11.387719	-11.240319	64000	4.887581e-09	16.459879	0.0	-3.969098	58227.344	9.0	96.45728468894958
16	5.6723967	5.1382084	23.262955	-5.5803185	26.664429	2.605179	2.661477	14.103882	-10.108239	68000	3.7670137e-08	12.219529	4.7683457e-10	-3.2326956	58227.344	9.0	104.23081111907959
17	5.502008	5.738843	27.741516	-8.668428	25.215189	2.3464475	3.1995413	14.31015	-14.584547	72000	-2.0861625e-08	13.495948	4.7683635e-10	-3.1233025	58227.344	9.0	112.63914155960083
18	6.6560135	6.552831	29.538412	-7.749692	26.825504	2.4876053	3.1139765	13.983853	-9.931394	76000	1.9073486e-08	17.163078	-1.907349e-09	-4.103324	58227.344	9.0	120.99067854881287
19	6.0953474	5.726827	30.72529	-5.052301	25.883118	2.930374	3.2040923	15.057781	-9.920414	80000	-9.536743e-09	15.657642	0.0	-3.7657537	58227.344	9.0	128.0580174922943
20	5.99785	6.1737533	33.252895	-6.4759583	26.052288	2.7617989	2.8601189	13.644233	-10.414191	84000	7.987023e-09	15.899332	1.0728831e-09	-3.8081713	58227.344	9.0	137.9309504032135
21	6.2469	5.8368897	33.13641	-5.792769	26.7651	2.6716886	3.348054	19.229374	-11.632176	88000	1.4305114e-08	15.701629	-1.4305108e-09	-3.484314	58227.344	9.0	148.23183250427246
22	6.168041	5.402892	32.95691	-4.4464407	26.39735	2.8403711	3.0784907	14.250331	-12.64585	92000	-2.6226044e-08	14.025525	1.3113013e-09	-3.3545065	58227.344	9.0	157.5087914466858
23	5.2942834	5.397814	25.79344	-7.0882573	26.39735	2.0832365	3.102202	13.049612	-14.928509	96000	9.059906e-09	13.558951	1.4305117e-09	-3.6441574	58227.344	9.0	166.2755208015442
24	6.2332397	6.8144073	31.162283	-10.735461	26.296053	2.6404212	2.952377	13.872751	-12.44353	100000	1.502037e-08	19.827618	-9.536745e-10	-4.5020695	58227.344	9.0	174.59965586662292
25	6.6575894	6.1113763	31.64281	-6.6929913	26.858109	2.8677993	3.262751	15.610493	-8.740954	104000	-1.0967255e-08	16.167364	2.3841817e-10	-3.6868486	58227.344	9.0	183.49708771705627
26	5.964951	5.571806	27.364044	-4.389879	25.487179	3.143933	3.4108608	14.879842	-15.41657	108000	1.2755394e-08	14.324564	-7.152554e-10	-3.991232	58227.344	9.0	192.28217458724976
27	6.53993	6.1565137	35.623516	-2.3541892	25.954546	3.0219097	3.0258973	16.179144	-12.560287	112000	4.529953e-09	16.002522	-7.152554e-10	-3.657464	58227.344	9.0	200.23779487609863
28	5.652064	6.060317	29.578886	-9.570494	27.267124	2.4758048	3.4228828	16.461662	-14.669475	116000	-5.8710574e-09	16.426826	-1.4305117e-09	-4.2532454	58227.344	9.0	208.11624765396118
29	6.691196	5.280734	26.69628	-3.0560167	26.377483	2.9289138	3.3649988	18.262691	-13.75116	120000	-2.1457673e-08	12.857928	-1.6689299e-09	-3.857051	58227.344	9.0	216.31846380233765
30	5.2914906	5.3824058	23.231585	-11.987112	26.302631	2.5355556	2.8313305	12.345127	-13.354956	124000	2.1457671e-09	13.54316	-7.1525563e-10	-3.5568027	58227.344	9.0	225.44219636917114
31	6.7247176	6.1418123	27.469261	-6.1347914	26.93919	2.6291523	3.2290044	14.272911	-14.085291	128000	2.5272369e-08	16.393805	-4.7683635e-10	-4.236742	58227.344	9.0	234.28544569015503
32	5.497291	6.263764	30.79727	-6.3687615	27.67361	2.436334	3.506496	15.516559	-13.47584	132000	2.360344e-08	16.47041	-4.7683635e-10	-4.3168983	58227.344	9.0	243.83662176132202
33	5.9420853	6.346085	38.662197	-12.384362	26.804054	2.2746348	3.5023642	16.4351	-15.156273	136000	-4.529953e-09	19.23493	0.0	-5.0910177	58227.344	9.0	253.1645884513855
34	6.0920486	6.218839	31.53	-6.4415803	26.430464	2.474811	3.6483302	16.968912	-13.617354	140000	2.861023e-09	15.477545	-9.536743e-10	-4.1095667	58227.344	9.0	262.040246963501
