Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-741.12897	114.12541	-567.4429	-859.9855	1000.0	-0.0054050097	0.5625011	1.723562	-1.745864	4000	-5.9604645e-08	4984.927	-0.06039843	-993.1559	0.008975842	0.0	25.385616064071655
1	-661.9851	60.879387	-595.1798	-756.58527	1000.0	-11.8861	4.241786	6.6001725	-15.917395	8000	1.9185245e-07	2637.5713	-0.061288416	-925.3789	0.0089279385	0.0	46.46001410484314
2	-648.2652	61.311523	-559.64606	-730.8678	1000.0	-23.391989	1.5726216	-4.0524287	-23.811996	12000	-8.195639e-08	1478.0116	-0.057651874	-378.18054	0.008916056	0.0	72.7079668045044
3	-675.8314	39.829586	-630.42236	-720.6302	1000.0	-28.490816	2.1220143	0.040108502	-29.50769	16000	-2.7939677e-08	1394.7231	-0.061641715	-332.01343	0.008937735	0.0	100.49862170219421
4	-626.64764	23.890104	-597.2836	-663.9222	1000.0	-34.109516	2.7456899	13.756171	-34.437847	20000	-2.2351742e-08	776.9287	-0.06626947	-161.61957	0.008958476	0.0	119.54885625839233
5	-636.1467	103.95347	-504.37936	-770.04266	1000.0	-38.16799	0.38016507	-30.731503	-38.259373	24000	-7.450581e-09	856.41394	-0.059008837	-139.76407	0.008952765	0.0	143.75336408615112
6	-601.53656	41.56045	-553.5176	-659.4801	1000.0	-41.830936	0.21830836	-38.563103	-41.9061	28000	-6.7055225e-08	480.9481	-0.06616152	-65.32619	0.009037871	0.0	169.23996877670288
7	-603.3689	48.872776	-536.1987	-653.0452	1000.0	-44.52413	0.17728078	-38.86182	-44.553303	32000	-1.8626451e-08	359.27148	-0.061560284	-36.164368	0.008921054	0.0	198.0526783466339
8	-604.612	49.579857	-553.06226	-682.06976	1000.0	-46.42085	1.4188275	8.833312	-46.587902	36000	-1.8626451e-09	392.85718	-0.066640794	-32.58196	0.008952182	0.0	226.4079713821411
9	-613.7146	55.511967	-563.20593	-704.64087	1000.0	-48.25571	2.6873772	15.282631	-48.470062	40000	3.7252903e-09	286.80273	-0.060600635	-20.421509	0.008925583	0.0	254.32420921325684
10	-619.14154	16.946623	-604.2337	-647.9476	1000.0	-49.806385	0.2949031	-40.20213	-49.842106	44000	-1.9557774e-08	299.70026	-0.06366398	-18.800823	0.008980144	0.0	284.5538671016693
11	-560.67346	88.937775	-408.91556	-635.506	1000.0	-51.360283	0.39905265	-41.3106	-51.427944	48000	-7.450581e-09	345.38013	-0.06307044	-20.725159	0.008963646	0.0	310.7614834308624
12	-582.7855	34.578968	-525.0827	-615.74054	1000.0	-49.83903	4.840965	2.7403402	-51.427563	52000	3.7252903e-08	290.83047	-0.065239295	-41.069973	0.009001045	0.0	332.9132766723633
