Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	7.3846283	3.266234	25.885422	2.0541177	10.918033	-0.4154732	0.5233633	0.5757501	-1.4077258	4000	-3.194809e-08	28.64421	-9.536727e-10	-24.568176	29113.672	9.0	11.090176582336426
1	7.535428	3.5063899	27.703335	2.7780404	10.850543	3.2140834	2.5800283	7.4566927	-1.9070783	8000	5.00679e-09	5.3257556	-4.7683724e-10	-0.71473074	29113.672	9.0	21.84231686592102
2	7.613943	3.5979586	28.437153	2.6975472	11.179272	3.377667	2.9085464	8.851414	-2.7920084	12000	-1.0967255e-08	4.697606	9.536745e-10	-0.14337254	29113.672	9.0	30.336868047714233
3	7.6039577	3.5903168	34.721657	2.7351692	10.96978	3.5593178	2.9866426	9.742515	-3.7945051	16000	-6.556511e-09	5.1272135	0.0	-0.12011719	29113.672	9.0	37.83863115310669
4	7.5111194	3.1358857	23.868607	2.3340614	10.958904	3.5234938	2.9208615	9.294077	-1.9609942	20000	1.07288365e-08	3.1331046	-1.1920935e-09	-0.07696152	29113.672	9.0	46.539459466934204
5	7.560778	4.51465	64.04292	2.8647635	10.956164	3.3773408	2.8509836	10.241639	-2.5697489	24000	1.3232231e-08	13.194815	3.576277e-10	-0.72348595	29113.672	9.0	55.157251834869385
6	7.2971897	3.3250656	44.0288	3.0032592	10.768194	3.5380354	3.1344168	11.991754	-3.957124	28000	2.2649764e-09	4.9550943	0.0	-0.30131197	29113.672	9.0	63.42932367324829
7	7.1922064	3.1393805	36.99868	2.5537066	10.676471	3.2881923	2.8292031	11.995587	-2.8479438	32000	7.867813e-09	3.7177432	-7.1525585e-10	-0.071550846	29113.672	9.0	73.03569173812866
8	7.4540234	2.9987397	25.140392	3.0179718	10.861413	3.3228712	2.7939641	11.410912	-3.66797	36000	7.152557e-09	3.3039463	0.0	-0.08263183	29113.672	9.0	81.11809206008911
9	7.4276276	3.5476615	45.44552	2.6582224	10.760108	3.3761053	2.7876232	12.540854	-3.472425	40000	-7.1525574e-10	5.2853026	-2.3841862e-10	-0.3290944	29113.672	9.0	90.77320957183838
10	7.451485	3.1265242	23.157494	2.6307478	10.904371	3.4095368	2.8860438	12.031439	-3.3334947	44000	2.503395e-08	3.301754	0.0	-0.111759424	29113.672	9.0	101.33256030082703
11	7.545017	3.4852202	27.845005	1.7115313	10.950685	3.440388	2.8757603	11.696304	-2.400831	48000	3.8146974e-09	4.42162	-9.536745e-10	-0.090904236	29113.672	9.0	110.07224583625793
12	7.33105	3.188577	21.450212	1.7850952	10.858311	3.3648272	2.9124017	11.473888	-2.6750965	52000	2.861023e-09	3.0599604	4.7683724e-10	-0.061662436	29113.672	9.0	118.9584310054779
13	7.4235024	3.0285249	24.369675	2.7196846	10.834688	3.327904	2.830135	11.4509325	-3.2353094	56000	-9.059906e-09	2.993876	-4.7683724e-10	-0.05072999	29113.672	9.0	127.77598333358765
14	7.2890797	3.2028332	34.98008	2.8210068	10.731183	3.32509	2.8198965	12.405896	-2.6539679	60000	5.9604646e-09	3.9251704	-1.1920931e-09	-0.14641023	29113.672	9.0	135.2848346233368
15	7.562736	3.9272475	41.12095	2.6919806	10.980769	3.3533657	2.923392	13.217927	-2.1360826	64000	7.390976e-09	7.2181754	-7.152554e-10	-0.26453972	29113.672	9.0	143.09292793273926
16	7.515775	3.6330118	40.082954	2.4062436	10.74124	3.58956	3.0067043	14.536381	-2.012619	68000	2.0742416e-08	5.7392097	1.1920935e-09	-0.16963291	29113.672	9.0	152.25262355804443
17	7.6162868	3.684724	33.713684	3.188736	10.901639	3.549953	3.0184357	15.051237	-2.0300484	72000	1.4305115e-09	5.626598	-7.1525574e-10	-0.26923847	29113.672	9.0	160.085524559021
18	7.323471	2.904254	24.825718	2.985367	11.002755	3.4253876	2.9794517	13.563342	-2.3912644	76000	-5.2452087e-09	3.0295541	0.0	-0.25625086	29113.672	9.0	170.73720264434814
19	7.5433598	3.4048283	29.385363	2.7687562	11.125348	3.277088	2.820875	11.973312	-2.5622582	80000	-7.033348e-09	4.362203	3.576277e-10	-0.11612034	29113.672	9.0	178.61518383026123
20	7.5088997	3.0773056	21.586468	2.1461039	10.983517	3.3489594	2.870968	11.970541	-1.9250069	84000	4.768372e-10	3.125646	-1.4305115e-09	-0.11431217	29113.672	9.0	188.79640316963196
21	7.423374	3.4839807	30.226105	2.1639905	10.7972975	3.4085658	2.8292065	10.733393	-2.6947265	88000	-1.2040139e-08	4.2831345	-4.7683635e-10	-0.21664047	29113.672	9.0	198.40583896636963
22	7.4345956	3.5075028	29.195906	2.374972	10.8	3.4677045	3.0058231	13.193097	-3.70188	92000	-9.536743e-09	4.7788787	0.0	-0.2516694	29113.672	9.0	207.3006513118744
23	7.321513	2.886265	22.937548	2.953216	10.637333	3.4294708	2.85345	11.300633	-1.917712	96000	-2.861023e-09	2.6229458	1.4305115e-09	-0.17124748	29113.672	9.0	216.43341064453125
24	7.265484	3.0418313	21.822813	2.405361	10.791892	3.2375884	2.7628152	10.932119	-1.9329607	100000	-1.525879e-08	3.161521	4.768381e-10	-0.053775787	29113.672	9.0	225.29145503044128
25	7.48492	3.51013	31.740118	2.6892292	10.813008	3.3943403	2.8057013	10.865564	-1.4603856	104000	-1.0490417e-08	4.3502216	4.7683724e-10	-0.15829706	29113.672	9.0	234.91552424430847
26	7.302576	3.094451	26.725672	2.3459654	10.861035	3.3332262	3.0033631	13.396072	-5.6407223	108000	-1.1444092e-08	3.2054691	0.0	-0.16193032	29113.672	9.0	242.92400336265564
27	7.589165	3.5191712	25.621216	2.8064764	10.791892	3.40629	2.7765644	11.911437	-1.5494063	112000	2.3841857e-09	4.6448526	9.536745e-10	-0.17807388	29113.672	9.0	252.3901014328003
28	7.461993	2.9262018	18.610111	2.78105	10.754717	3.575418	2.941756	10.945913	-1.7796304	116000	0.0	2.6211226	-1.9073487e-09	-0.16542935	29113.672	9.0	262.6271810531616
29	7.436945	3.1602864	25.941692	2.4123592	10.947946	3.3020747	2.829474	11.439909	-2.2832427	120000	3.0994416e-09	3.0419214	0.0	-0.026644707	29113.672	9.0	272.23008251190186
30	7.5036345	3.1883848	27.592459	2.5983336	10.866848	3.4157367	2.8122156	10.766537	-1.6302707	124000	1.4305115e-09	3.076149	4.7683724e-10	-0.060932636	29113.672	9.0	282.2000494003296
31	7.4737387	3.5331738	41.506874	2.156201	10.829268	3.4193609	2.8843408	14.231999	-1.6440109	128000	1.4305114e-08	5.0580626	0.0	-0.18146706	29113.672	9.0	291.2731783390045
32	7.566694	3.4674127	31.982807	2.7516296	11.033149	3.4604626	3.0144215	15.261191	-2.5480623	132000	-5.9604646e-09	4.4199347	-9.53674e-10	-0.10337496	29113.672	9.0	299.6062023639679
33	7.6376276	3.3766398	28.928186	2.2565994	10.893733	3.5813653	3.015757	13.952952	-1.5696934	136000	-3.0398368e-09	4.0699015	-5.9604766e-11	-0.066791534	29113.672	9.0	307.78146982192993
34	7.38953	2.8137832	21.602678	2.5169203	10.821138	3.4014692	2.8682532	12.911326	-1.439052	140000	-6.6757204e-09	2.4931154	4.7683724e-10	-0.08625746	29113.672	9.0	316.0581109523773
35	7.303273	3.2227209	33.849163	3.0465682	10.658667	3.3100557	2.749978	13.401844	-1.7307642	144000	4.768372e-10	3.7515748	0.0	-0.13404846	29113.672	9.0	324.6677362918854
36	7.529236	3.4985957	27.732674	1.8315551	10.917809	3.311354	2.8277204	15.076741	-2.5538518	148000	-2.3841857e-09	5.276605	9.536743e-10	-0.24995565	29113.672	9.0	332.5723330974579
37	7.3954964	3.3784306	31.019459	2.922713	10.893442	3.528374	3.0359192	15.132552	-2.1237404	152000	-2.1457671e-09	4.528498	-4.7683724e-10	-0.24112463	29113.672	9.0	339.35311365127563
38	7.507444	3.6074545	39.58428	3.1123228	10.626667	3.505066	2.858847	14.784062	-1.7670344	156000	-8.3446505e-10	5.5140047	0.0	-0.31209707	29113.672	9.0	345.34392285346985
39	7.685771	3.4771876	29.520124	3.1001446	10.923497	3.6224253	2.9619172	15.888406	-1.8352832	160000	-8.881092e-09	4.4763346	2.3841906e-10	-0.15430212	29113.672	9.0	349.98910880088806
40	7.4536366	3.2253356	27.248188	3.0705924	10.888284	3.4893599	2.9672253	14.374207	-2.4167826	164000	1.9073487e-09	3.8276553	-1.4305115e-09	-0.115225315	29113.672	9.0	355.406192779541
41	7.402827	3.1028247	30.858585	2.9261484	11.013774	3.2962348	2.8207827	12.407246	-2.1599789	168000	-1.9073487e-09	3.4667597	0.0	-0.16463208	29113.672	9.0	360.1796324253082
42	7.653149	3.383599	22.965761	2.9700859	11.153631	3.350775	2.854187	12.291878	-2.524834	172000	-2.002716e-08	3.5795534	4.7683635e-10	-0.16066909	29113.672	9.0	364.7023596763611
43	7.2103148	2.8300543	21.893305	2.2930803	10.831978	3.3442936	2.9219427	10.428913	-1.7982863	176000	1.7404556e-08	2.5918221	-7.152554e-10	-0.14615679	29113.672	9.0	369.37105083465576
44	7.7411747	4.472747	46.14536	2.7204413	10.961538	3.3887272	2.76902	12.02256	-1.6705921	180000	-9.536744e-10	9.686645	0.0	-1.5875854	29113.672	9.0	374.06733298301697
45	7.1727457	3.0496438	33.259415	2.488476	10.699732	3.5089962	3.1554909	17.957409	-3.026344	184000	7.629395e-09	3.541298	0.0	-0.37972212	29113.672	9.0	378.66988229751587
46	7.343516	3.360021	28.572678	2.860627	10.725806	3.3358262	2.90983	20.442291	-2.0785458	188000	4.7683715e-09	4.3873286	4.7683724e-10	-0.25468397	29113.672	9.0	383.1935086250305
47	7.541957	3.3101025	29.32074	3.0370257	11.091666	3.331565	2.8510695	13.586139	-2.4479613	192000	9.298325e-09	3.596163	1.907348e-09	-0.22991872	29113.672	9.0	387.581200838089
48	7.637065	4.293177	44.922466	2.7725005	11.002755	3.4602954	3.1055243	18.066212	-2.6259563	196000	3.5762786e-09	8.27285	4.7683746e-10	-0.52564096	29113.672	9.0	391.7810354232788
49	7.4184012	3.6688824	30.249693	2.6694312	10.877384	3.608374	3.2099605	17.846865	-1.8626987	200000	-7.152557e-09	4.6778793	-7.1525585e-10	-0.19474745	29113.672	9.0	395.6325430870056
