Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	KL	BacktrackIters	Time
0	-598.36255	95.65871	-481.79068	-708.06964	1000.0	-0.014931376	0.67268014	1.9976448	-1.9177366	4000	6.699562e-08	3257.019	2.0265603e-09	-801.3469	58227.344	9.0	4.797038555145264
1	-562.3173	35.25697	-506.1196	-602.5166	1000.0	0.829589	10.575808	14.3354	-14.949831	8000	-8.940697e-08	3030.1394	2.3841835e-09	-1525.1299	58227.344	9.0	8.987927675247192
2	-633.0108	65.98873	-559.6259	-727.17725	1000.0	-13.99412	4.181485	12.110747	-19.190292	12000	1.0383129e-07	2492.6677	4.768381e-10	-975.3546	58227.344	9.0	13.066322326660156
3	-637.54755	82.72128	-548.794	-728.04565	1000.0	-26.996525	0.9153497	-16.862814	-27.742716	16000	-1.5854836e-08	1232.4965	9.536745e-10	-353.7871	58227.344	9.0	16.96216917037964
4	-603.1288	56.004215	-553.5196	-694.1786	1000.0	-33.524242	0.37059858	-24.208996	-33.752636	20000	-2.861023e-09	819.3619	-1.9073485e-09	-160.922	58227.344	9.0	20.947020530700684
5	-561.6474	66.070625	-501.4925	-663.7707	1000.0	-37.87377	0.23749195	-34.880207	-38.00431	24000	-2.2649764e-09	502.3064	-1.1920929e-09	-58.30539	58227.344	9.0	24.821239471435547
6	-553.79785	20.402662	-523.4117	-576.3959	1000.0	-40.55795	0.2792198	-35.40474	-40.70038	28000	1.4662743e-08	247.59251	-1.907349e-09	-37.96013	58227.344	9.0	28.657652378082275
7	-563.02527	39.097443	-519.2234	-626.0181	1000.0	-42.76927	0.27316037	-37.662666	-42.908707	32000	-4.7802924e-08	480.77954	9.536727e-10	-33.39978	58227.344	9.0	32.54944181442261
8	-597.8065	108.56198	-452.98676	-753.34106	1000.0	-44.85565	0.38944137	-34.720608	-45.05573	36000	3.504753e-08	881.5739	3.3378598e-09	-63.186035	58227.344	9.0	36.417555809020996
9	-581.0586	52.847866	-520.5996	-665.55475	1000.0	-46.97756	3.3638473	28.253775	-47.71066	40000	1.7642975e-08	523.2634	0.0	-29.21408	58227.344	9.0	40.72715950012207
10	-581.3071	46.94939	-514.6515	-644.2941	1000.0	-49.146297	0.7704252	-34.037342	-49.401257	44000	-1.0609627e-08	313.25507	9.536745e-10	-7.183075	58227.344	9.0	45.27783393859863
11	-476.78802	35.29117	-447.0035	-534.6204	1000.0	-50.35084	0.37234697	-39.640553	-50.45554	48000	-5.3644182e-09	206.36443	-4.768368e-10	-28.626389	58227.344	9.0	49.28929615020752
12	-630.8395	73.10756	-543.5503	-734.946	1000.0	-47.613144	3.2577689	-1.40383	-48.66127	52000	-2.1457673e-08	574.86414	-4.7683635e-10	-52.670715	58227.344	9.0	53.385735750198364
13	-584.1714	90.82995	-471.184	-711.669	1000.0	-50.530293	0.70126116	-36.578804	-50.727436	56000	-1.4781952e-08	472.7675	1.907348e-09	-5.5488586	58227.344	9.0	57.4011390209198
